Site	Group	Boccardiella_hamata	Capitella_capitata_Cmplx	Grandidierella_japonica	Monocorophium_acherusicum	Monocorophium_insidiosum	Paraonella_platybranchia	Pseudopolydora_kempi	Pseudopolydora_paucibranchiata	Scolelepis__Parascolelpis__sp	Spio_maculata	Streblospio_benedicti	Tagelus_subteres	Turbellaria	Armandia_brevis	Bulla_gouldiana	Cooperella_subdiaphana	Cryptomya_californica	Haminoea_vesicula	Hemigrapsus_oregonensis	Laevicardium_substriatum	Leptopecten_latiauratus	Lineidae	Mediomastus_sp	Nereis_procera	Phoronida	Platynereis_bicanaliculata	Polyophthalmus_pictus	Prionospio__Prionospio__heterobranchia	Protothaca_sp	Spiophanes_duplex	Tryonia_sp	Ampithoe_lacertosa	Caprella_natalensis	Chone_minuta	Cirratulus_sp	Cirriformia_sp	Cossura_candida	Dorvillea__Schistomeringos__sp	Euchone_limnicola	Euphilomedes_carcharodonta	Exogone_lourei	Gnorimosphaeroma_oregonense	Harmothoe_imbricata_Cmplx	Monticellina_siblina	Musculista_senhousia	Neanthes_acuminata_Cmplx	Nebalia_pugettensis_Cmplx	Notomastus_sp	Oligochaeta	Paracerceis_sculpta	Pista_percyi	Scoletoma_sp_C	Spiophanes_berkeleyorum	Syllis__Typosyllis__nipponica	Synaptotanais_notabilis	Theora_lubrica	Tubulanus_sp	Alpheus_californiensis	Amphideutopus_oculatus	Amphipholis_squamata	Apoprionospio_pygmaea	Ceriantharia	Chaetozone_corona	Cossura_sp_A	Diplocirrus_sp_SD1	Eochelidium_sp_A	Heteroserolis_carinata	Leitoscoloplos_pugettensis	Leptosynapta_sp	Lyonsia_californica	Macoma_nasuta	Mactromeris_sp	Maldanidae	Monticellina_cryptica	Nephtys_caecoides	Paramicrodeutopus_schmitti	Paranthura_elegans	Paraprionospio_pinnata	Periploma_discus	Postasterope_barnesi	Prionospio__Minuspio__lighti	Pyromaia_tuberculata	Scleroplax_granulata	Sinocorophium_heteroceratum	Streblosoma_sp	Acteocina_inculta	Ampharete_labrops	Amphiodia_sp	Anoplodactylus_erectus	Barleeia_sp	Caecum_crebricinctum	Crucibulum_spinosum	Decamastus_gracilis	Diopatra_ornata	Diopatra_splendidissima	Enteropneusta	Exogone_breviseta	Exogone_dwisula	Glycera_americana	Hartmanodes_hartmanae	Hiatella_arctica	Leptochelia_dubia	Lumbrineris_cruzensis	Lumbrineris_latreilli	Mactrotoma_californica	Megalomma_pigmentum	Melinna_sp	Nemertea	Nephasoma_sp	Odontosyllis_phosphorea	Olivella_baetica	Oxyurostylis_pacifica	Philine_sp	Podocerus_fulanus	Polycirrus_sp	Protodorvillea_gracilis	Saxidomus_nuttalli	Scoloplos_acmeceps	Siphonodentalium_quadrifissatum	Solen_rostriformis	Spiophanes_bombyx	Thracia_sp	Tresus_sp	Turbonilla_sp	Asthenothaerus_diegensis	Caprella_californica	Ericthonius_brasiliensis	Eteone_sp	Fabricinuda_limnicola	Halcampidae	Heterophoxus_ellisi	Malmgreniella_sp	Mayerella_acanthopoda	Nassarius_tiarula	Neotrypaea_sp	Paradexamine_sp_SD1	Paranemertes_californica	Protohyale_frequens	Rudilemboides_sp	Bemlos_macromanus	Diadumene_sp	Polydora_nuchalis	Anoplodactylus_viridintestinalis	Brania_sp	Demonax_sp	Dipolydora_sp	Goniada_littorea	Marphysa_angelensis	Sphenia_fragilis	Aphelochaeta_monilaris	Axinopsida_serricata	Cadulus_aberrans	Compsomyax_subdiaphana	Cylichna_diegensis	Edwardsia_sp_G	Euclymeninae	Laonice_cirrata	Nuculana_taphria	Paramage_scutata	Parougia_sp	Pinnixa_sp	Pista_wui	Rictaxis_punctocaelatus	Rochefortia_tumida	Scoletoma_sp_A	Sigambra_tentaculata	Terebellides_californica	Thyasira_flexuosa	Volvulella_panamica	Westwoodilla_caecula	Pseudofabriciola_californica	Apionsoma_misakianum	Glycera_nana	Leporimetis_obesa	Macoma_yoldiformis	Parvilucina_tenuisculpta	Pectinaria_californiensis	Pennatulacea	Prionospio__Prionospio__jubata	Rochefortia_grippi	Scyphoproctus_oculatus	Ampithoe_valida	Chironomidae	Geukensia_demissa	Harpacticoida	Marphysa_stylobranchiata	Podocopida	Cancer_gracilis	Euchone_incolor	Heteromysis_odontops	Neomysis_sp	Nephtys_cornuta	Autolytus_sp	Edwardsia_californica	Listriella_melanica	Lumbrineris_erecta	Microspio_pigmentata	Scolanthus_sp_B	Amaeana_occidentalis	Amphicteis_scaphobranchiata	Anotomastus_gordiodes	Euclymeninae_sp_A	Pareurythoe_californica	Phyllodoce_hartmanae	Phyllodoce_longipes	Praxillella_pacifica	Scoletoma_sp_B	Spiochaetopterus_costarum	Aphrodita_sp	Asteropella_slatteryi	Vargula_tsujii	Zaolutus_actius	Thysanocardia_nigra	Ampelisca_brachycladus	Ampelisca_brevisimulata	Ampelisca_cristata	Aphelochaeta_glandaria_Cmplx	Diopatra_tridentata	Levinsenia_gracilis	Listriella_goleta	Nephtys_ferruginea	Petaloclymene_pacifica	Tellina_modesta	Tenonia_priops	Caprella_alaskana	Corymorpha_sp	Sphaerosyllis_californiensis	Venerupis_philippinarum	Lumbrineris_japonica	Naushonia_macginitiei	Hydroides_elegans	Crepipatella_dorsata	Halosydna_johnsoni	Iselica_ovoidea	Macoma_indentata	Pherusa_negligens	Scolelepis__Scolelepis__sp	Scoletoma_tetraura_Cmplx	Axiothella_sp	Jassa_slatteryi	Mytilus_sp	Tellina_cadieni	Foxiphalus_obtusidens	Hemiproto_sp_A	Listriella_eriopisa	Mayerella_banksia	Pholoe_sp	Aphelochaeta_petersenae	Kurtzina_beta	Marphysa_disjuncta	Metasychis_disparidentatus	Acteocina_harpa	Alienacanthomysis_macropsis	Ancistrosyllis_groenlandica	Aricidea__Acmira__horikoshii	Chone_albocincta	Chone_mollis	Chone_veleronis	Crangon_nigromaculata	Dentaliidae	Drilonereis_longa	Ensis_myrae	Glycinde_armigera	Goniada_maculata	Hesperonoe_laevis	Kurtziella_plumbea	Lysippe_sp	Nassarius_perpinguis	Owenia_collaris	Podarkeopsis_glabrus	Poecilochaetus_johnsoni	Prionospio__Prionospio__dubia	Rhamphidonta_retifera	Scalibregma_californicum	Solamen_columbianum	Solen_sicarius	Syllis__Ehlersia__hyperioni	Vitrinella_cf_stearnsi	Edotia_sublittoralis	Lumbrineris_limicola	Odostomia_sp	Molgula_sp	Cirrophorus_furcatus	Gnathiidae	Lucinisca_nuttalli	Marphysa_sp_A	Neverita_reclusiana	Photis_brevipes	Poecilochaetus_sp_A	Elasmopus_bampo	Eumida_longicornuta	Nereis_latescens	Tellina_carpenteri	Apistobranchus_ornatus	Malacoplax_californiensis	Drilonereis_nuda	Gymnonereis_crosslandi	Rutiderma_judayi	Pherusa_neopapillata	Scolanthus_sp_A	Araphura_breviaria	Aricidea__Acmira__catherinae	Bispira_sp	Columbiaemysis_ignota	Mysidopsis_intii	Pachynus_barnardi	Podarkeopsis_sp_A	Chione_californiensis	Tellina_idae	Aricidea__Aedicira__sp	Chaetozone_columbiana	Eranno_lagunae	Eusarsiella_thominx	Gastropteron_pacificum	Laticorophium_baconi	Leitoscoloplos_panamensis	Lumbrineris_californiensis	Ophiuroconis_bispinosa	Rochefortia_coani	Sthenelais_tertiaglabra	Sthenelanella_uniformis	Alia_carinata	Erichsonella_crenulata	Tectura_depicta	Crepidula_onyx	Kellia_sp	Maera_similis	Nicolea_sp	Hippomedon_sp	Tubulariidae	Caecum_californicum	Erato_columbella	Rochefortia_compressa	Vitrinella_oldroydi	Acuminodeutopus_heteruropus	Caecum_occidentale	Caprella_equilibra	Janiralata_sp	Naineris_dendritica	Ophiactis_simplex	Ophiodromus_pugettensis	Protocirrineris_sp_A	Protocirrineris_sp_B	Anemonactis_sp	Caprella_verrucosa	Glottidia_albida	Leuroleberis_sharpei	Potamethus_sp_A	Sarsiellidae_sp_SD1	Sigalion_spinosus	Argopecten_ventricosus	Caulleriella_pacifica	Hemipodia_borealis	Apionsoma_murinae	Botryllus_sp	Raeta_undulata	Schmittius_politus	Drilonereis_mexicana	Timarete_sp	Polydora_cornuta	Boccardia_proboscidea	Polydora_cirrosa	Anoropallene_palpida	Trachycardium_quadragenarium	Acanthina_spirata	Berthella_sp	Cancer_antennarius	Gammaropsis_thompsoni	Lottia_ochracea	Megamoera_subtener	Micropodarke_dubia	Neosabellaria_cementarium	Paleanotus_bellis	Petricola_carditoides	Pterocirrus_montereyensis	Syllides_sp	Lirobittium_sp	Ampithoe_plumulosa	Cumingia_californica	Deltamysis_sp_A	Modiolus_sp	Simomactra_sp	Mysidopsis_californica	Podocerus_cristatus	Ctenodrilus_serratus	Rochefortia_mortoni	Sulcoretusa_xystrum	Argissa_hamatipes	Campylaspis_rubromaculata	Cancer_jordani	Carazziella_sp	Portunus_xantusii	Diastylis_crenellata	Exosphaeroma_rhomburum	Granulina_margaritula	Heterophoxus_oculatus	Pitar_newcombianus	Semele_venusta	Ammothea_hilgendorfi	Ostrea_sp	Syllis__Syllis__gracilis	Pacifacanthomysis_nephrophthalma	Parandalia_fauveli	Sabellides_manriquei	Amphioplus_strongyloplax	Edotia_sp_B	Ephesiella_brevicapitis	Foxiphalus_golfensis	Nuculana_elenensis	Tellina_meropsis	Agnezia_septentrionalis	Listriella_diffusa	Limaria_hemphilli	Bunodeopsis_sp_A	Philomedes_dentata	Piromis_sp_SD1	Thelepus_hamatus	Ambidexter_panamensis	Podochela_hemphillii	Chione_undatella	Hyalidae	Nephtys_simoni	Pionosyllis_sp	Apolochus_barnardi	Monoculodes_sp	Oxyurostylis_tertia	Anoplodactylus_nodosus	Aplysiopsis_enteromorphae	Micropleustes_nautilus	Macrochaeta_sp	Pseudotanais_sp	Anadara_multicostata	Aoroides_spinosa	Diastylopsis_tenuis	Joeropsis_dubia	Lophopanopeus_bellus	Naineris_uncinata	Nasagenia_quinsana	Alabina_phalacra	Gibberosus_myersi	Atylus_tridens	Crangon_alaskensis	Zeuxo_normani	Eogammarus_confervicolus_Cmplx	Janiropsis_tridens	Eulithidium_sp	Sigambra_bassi	Aricidea__Aricidea__wassi	Caulleriella_apicula	Pontogeneia_rostrata	Bullomorpha_sp_A	Chone_ecaudata	Hirudinea	Holmesimysis_costata	Jassa_sp	Lacuna_unifasciata	Synidotea_harfordi
B0303001	12	2	7	127	52	2	2	2	16	1	4	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0303007	8	0	0	0	1	1	0	0	612	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	8	0	0	40	0	20	0	0	0	0	0	0	0	0	3	0	465	0	0	0	170	0	0	0	12	0	17	99	0	0	0	5	0	0	51	41	0	1	0	0	4	0	3	14	11	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	10	0	0	0	1	0	0	0	50	0	0	0	0	0	92	0	0	0	0	3	113	15	1	240	1	1	1	23	1	2	27	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0303010	2	5	2	1	0	0	3	0	14	0	1	42	17	10	0	0	0	0	0	0	1	0	3	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	2	2	1	2	1	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0303011	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0303012	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	25	2	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	12	1	1	1	1	3	5	3	1	1	10	2	1	1	1	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0303016	2	3	0	151	16	0	1	0	10	0	1	0	246	0	0	0	3	0	0	0	13	0	3	7	0	0	0	0	6	76	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0303017	2	0	764	1116	0	3	0	0	60	0	0	1459	4	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	27	0	0	0	1584	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	73	0	0	0	73	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0303022	8	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	4	0	0	1	0	8	0	0	0	0	0	0	0	0	0	5	17	0	0	0	0	0	0	3	0	0	5	55	0	1	0	7	0	0	34	2	1	0	0	0	13	0	15	27	33	4	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	38	1	0	221	0	4	1	1	0	13	0	1	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	2	4	0	0	0	2	15	0	1	9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0303037	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	6	13	10	1	0	0	0	0	7	0	0	0	0	0	0	0	0	2	25	0	0	0	79	0	0	0	6	0	0	10	0	4	0	0	4	6	0	9	0	0	0	29	4	0	2	1	16	0	2	0	0	0	19	1	0	0	2	6	0	0	0	26	0	4	0	2	9	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	3	1	1	0	23	0	0	2	0	2	7	2	4	6	0	0	3	4	0	0	1	0	0	8	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	5	0	0	0	2	0	10	0	0	0	0	0	0	0	2	0	1	0	16	0	12	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	1	1	1	2	1	1	1	1	2	1	3	2	1	2	1	2	1	1	1	1	4	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
