Latitude	Longitude	SampleDepth
33.06552625	-117.4220775	3.35
33.37892875	-117.6621938	1.4375
33.553725	-117.898345	4.45
33.73768923	-118.2009738	15.96153846
33.45143	-118.221095	5.2
33.80668714	-118.3086571	6.571428571
32.72593667	-117.2160933	8.366666667
32.7094025	-117.1758788	6.775
32.844115	-117.2986317	7.483333333
32.65639143	-117.1383086	3.528571429
33.746975	-118.234165	11.5
33.75472333	-118.10296	2.6
